ds,مطاعم,أسواق,سيارات,أسعار,عقارات,كهرباء,شحن,استيراد,فنادق,تحويل,radiance,usd_syp_median,ndvi,gdp,Mean_Pollution,total_incoming,total_outgoing
2010-01-01,,,,,,,,,,,,,,34316469200.952,0.0039036466005974,,
2010-02-01,,,,,,,,,,,,,,,0.0039036466005974,,
2010-03-01,,,,,,,,,,,,,,,0.0039036466005974,,
2010-04-01,,,,,,,,,,,,,,,0.0039036466005974,,
2010-05-01,,,,,,,,,,,,,,,0.0039036466005974,,
2010-06-01,,,,,,,,,,,,,,,0.0039036466005974,,
2010-07-01,,,,,,,,,,,,,,,0.0039036466005974,,
2010-08-01,,,,,,,,,,,,,,,0.0039036466005974,,
2010-09-01,,,,,,,,,,,,,,,0.0039036466005974,,
2010-10-01,,,,,,,,,,,,,,,0.0039036466005974,,
2010-11-01,,,,,,,,,,,,,,,0.0039036466005974,,
2010-12-01,,,,,,,,,,,,,,,0.0039036466005974,,
